stdntid,gkschid,Z,D,gkclasssize,g1classsize,gender,race,gkfreelunch,age_kentry,gkrepeat,gkspeced,gksurban,gktreadss,gktmathss,gkreadmath,g1treadss,g1tmathss,g1readmath
12875,123056,0,0,23,27,1,1,0,7.044444561,0,0,3,434,484,918,505,520,1025
12876,123056,0,0,24,27,0,1,1,6.949999809,0,0,3,393,439,832,472,497,969
12877,128079,1,1,16,15,1,1,0,7.008333206,0,0,3,532,520,1052,571,542,1113
12878,130085,0,0,20,24,1,1,0,7.063889027,0,0,2,431,489,920,503,538,1041
12879,253888,0,0,17,23,0,1,0,7.052777767,0,1,3,545,626,1171,629,592,1221
12881,165199,0,0,19,22,1,1,0,7.022222042,0,0,4,450,473,923,503,512,1015
12883,164198,0,0,21,23,0,1,0,7.055555344,0,0,3,492,602,1094,590,572,1162
12884,166203,0,0,21,21,1,1,1,7.038888931,0,0,4,413,494,907,454,468,922
12886,164198,0,0,21,23,0,1,1,6.958333492,0,0,3,450,468,918,533,532,1065
12887,212522,0,0,21,27,0,1,0,7.008333206,0,0,4,458,513,971,540,567,1107
12889,169231,0,0,22,21,0,1,0,7.066666603,0,0,1,NA,NA,NA,604,578,1182
12890,169219,0,0,20,21,0,1,0,7.069444656,0,0,2,554,602,1156,629,592,1221
12891,169231,1,1,15,15,1,1,0,7.086111069,0,1,1,538,500,1038,629,572,1201
12899,264945,0,0,24,27,1,1,0,7.036110878,0,0,2,428,506,934,590,567,1157
12900,218562,0,0,17,24,1,1,0,7.041666508,0,0,4,514,547,1061,629,572,1201
12901,218562,1,1,14,14,1,1,0,7.041666508,0,0,4,458,528,986,629,601,1230
12905,234628,1,1,16,13,0,1,0,7.061110973,0,0,3,461,536,997,629,584,1213
12906,189396,0,0,24,21,1,1,0,7.077777863,0,0,3,428,454,882,507,500,1007
12908,189396,0,0,25,20,0,0,1,6.941666603,0,0,3,393,468,861,472,486,958
12909,203457,0,0,19,24,1,1,0,6.969444275,0,0,3,605,576,1181,629,572,1201
12910,189396,0,0,25,21,1,1,0,6.983333111,0,1,3,436,494,930,629,520,1149
12911,189396,1,1,17,17,1,1,0,7,0,0,3,470,536,1006,651,592,1243
12913,189382,1,1,14,17,1,1,0,7.022222042,0,1,2,421,439,860,497,477,974
12914,218562,1,1,14,14,0,1,0,7.047222137,0,0,4,500,528,1028,579,572,1151
12917,209510,1,1,14,14,0,1,1,7.033333302,0,0,3,437,463,900,548,520,1068
12918,170295,0,0,22,23,0,1,0,7.019444466,0,0,3,456,547,1003,604,592,1196
12924,193423,1,1,17,15,0,1,1,7.055555344,0,0,3,425,528,953,499,515,1014
12925,180344,0,0,24,22,0,1,0,7.055555344,0,0,4,522,536,1058,651,653,1304
12926,159171,0,0,22,26,0,1,1,7.066666603,0,0,3,492,536,1028,564,592,1156
12927,193423,1,1,17,15,1,1,0,7.069444656,0,0,3,413,494,907,527,532,1059
12928,221571,1,1,15,14,0,0,0,7.077777863,0,0,3,418,423,841,507,493,1000
12929,225585,1,1,13,18,1,1,1,7.008333206,0,0,3,433,454,887,495,523,1018
12930,225585,0,1,23,19,0,1,0,7.019444466,0,0,3,403,478,881,478,515,993
12933,225585,0,1,23,19,0,1,0,7.086111069,0,0,3,451,520,971,604,572,1176
12937,244780,0,0,23,25,1,0,1,7.050000191,0,0,1,514,528,1042,514,493,1007
12938,244708,0,0,22,25,0,0,1,7.061110973,0,0,1,NA,NA,NA,521,510,1031
12939,244727,1,1,17,18,0,0,0,7.069444656,0,0,2,492,559,1051,571,545,1116
12940,244839,0,0,23,24,1,0,0,7.086111069,0,0,2,NA,547,NA,544,584,1128
12941,244774,0,0,26,26,0,0,1,7.086111069,0,0,1,447,489,936,503,488,991
12946,191411,0,0,19,22,1,1,1,7.027777672,0,0,3,510,520,1030,579,572,1151
12953,208501,0,0,22,23,1,1,0,7.083333492,0,0,3,503,576,1079,604,592,1196
12954,180344,1,1,16,16,0,0,0,6.927777767,0,0,4,487,506,993,590,584,1174
12955,234628,1,1,16,13,0,1,0,7.013888836,0,0,3,445,520,965,651,612,1263
12964,244780,1,1,17,17,1,0,1,7.086111069,0,0,1,490,536,1026,457,512,969
12965,244728,1,1,17,13,1,0,0,6.969444275,0,0,1,425,454,879,469,477,946
12967,244806,0,0,25,23,0,0,1,6.927777767,0,0,1,439,489,928,521,578,1099
12968,123056,0,0,23,27,1,1,1,6.952777863,0,0,3,NA,NA,NA,456,490,946
12969,193423,1,1,17,15,0,1,1,6.977777958,0,0,3,414,489,903,474,500,974
12971,244728,0,1,17,13,1,0,1,7.038888931,0,0,1,408,423,831,466,500,966
12975,244755,0,1,20,14,0,0,1,6.925000191,0,0,1,421,528,949,512,538,1050
12976,205490,0,0,24,24,1,0,1,6.047222137,0,0,1,430,484,914,544,545,1089
12977,244708,0,0,22,24,0,0,1,6.977777958,0,0,1,442,489,931,516,461,977
12978,218562,1,1,13,13,1,1,1,6.691666603,0,1,4,472,528,1000,NA,NA,NA
12980,166203,0,0,21,23,1,1,1,6.958333492,0,0,4,430,434,864,459,479,938
12981,180344,0,0,25,22,0,0,1,6.958333492,0,0,4,447,459,906,536,507,1043
12983,253888,1,1,13,13,1,1,1,6.711111069,1,1,3,436,454,890,463,470,933
12988,205492,0,0,23,29,1,0,1,6.936110973,0,1,2,443,576,1019,448,507,955
12989,244839,1,1,15,17,1,1,0,7.016666889,0,0,2,468,602,1070,544,572,1116
12990,205491,1,1,14,17,1,1,0,7.038888931,0,0,2,527,602,1129,629,592,1221
12991,244745,0,0,27,24,1,1,1,7.074999809,0,0,2,410,484,894,499,518,1017
12993,257905,1,1,13,15,0,1,0,7.008333206,0,0,4,453,500,953,548,495,1043
12996,215533,0,0,23,23,0,1,0,7.008333206,0,0,3,580,626,1206,651,627,1278
12997,191411,0,0,17,22,1,1,1,6.397222042,1,0,3,467,576,1043,436,488,924
12998,244839,0,0,21,24,0,0,1,7.069444656,0,0,2,422,513,935,466,526,992
12999,244776,1,1,17,17,0,0,1,6.936110973,0,0,1,443,520,963,558,538,1096
13011,244708,0,0,22,22,1,0,1,6.930555344,0,0,1,411,478,889,462,488,950
13014,244708,0,0,24,25,0,0,1,6.936110973,0,0,1,418,449,867,490,520,1010
13017,244708,0,0,24,25,0,0,1,7.022222042,0,0,1,416,434,850,492,526,1018
13020,169229,0,0,25,22,1,0,0,6.847222328,1,0,2,453,528,981,651,601,1252
13026,257899,1,1,17,15,1,1,0,6.394444466,1,0,3,405,429,834,463,526,989
13027,244727,0,0,21,21,0,0,1,7.044444561,0,0,2,414,463,877,462,472,934
13029,244776,0,1,23,17,0,0,1,6.938889027,0,0,1,522,626,1148,590,601,1191
13032,203452,1,1,17,17,1,1,NA,6.724999905,NA,0,3,436,459,895,497,545,1042
13034,221574,1,1,12,13,1,1,0,7.033333302,0,0,3,418,459,877,553,532,1085
13035,165199,1,1,13,17,1,1,0,6.86944437,0,0,4,497,506,1003,NA,538,NA
13037,180344,0,0,25,21,0,1,1,6.988888741,0,0,4,437,459,896,536,532,1068
13042,244697,0,0,26,20,0,0,1,7.016666889,0,0,1,NA,454,NA,516,542,1058
13043,165199,0,0,19,22,1,1,0,6.805555344,0,0,4,487,547,1034,629,578,1207
13044,128076,0,0,23,21,1,1,1,6.616666794,1,0,2,407,449,856,436,449,885
13046,128079,0,1,24,15,1,1,1,7.033333302,0,0,3,408,423,831,434,477,911
13048,128076,0,0,24,21,1,1,1,7.066666603,0,0,2,407,439,846,445,500,945
13049,230612,1,1,16,15,0,1,0,7.058333397,0,0,3,448,494,942,492,505,997
13050,128079,0,0,21,23,0,1,1,6.974999905,0,0,3,408,463,871,475,505,980
13051,264945,0,0,22,26,0,1,0,6.952777863,0,0,2,447,454,901,492,497,989
13054,169229,1,1,17,17,1,0,1,6.849999905,1,0,2,474,478,952,514,470,984
13056,244745,0,0,23,24,1,0,0,6.966666698,0,0,2,453,520,973,564,493,1057
13057,244774,0,0,22,20,0,0,1,6.794444561,1,0,1,418,444,862,448,518,966
13058,159171,1,1,17,15,1,0,1,6.927777767,0,0,3,461,500,961,590,535,1125
13059,159171,1,1,16,16,0,0,1,6.927777767,0,0,3,470,484,954,579,529,1108
13060,244806,0,0,25,23,0,0,1,7.077777863,0,0,1,476,520,996,521,505,1026
13061,168211,0,1,23,19,1,1,0,7.002777576,0,0,3,437,444,881,NA,538,NA
13062,225585,0,0,22,26,0,1,0,7.019444466,0,0,3,436,484,920,472,510,982
13064,244723,1,1,17,15,0,0,1,6.050000191,0,0,1,436,513,949,533,518,1051
13065,244774,1,1,17,17,0,0,1,6.919444561,0,0,1,465,559,1024,579,584,1163
13067,228606,0,0,25,20,1,0,1,6.866666794,1,0,3,437,489,926,516,529,1045
13074,244774,1,1,17,17,1,0,1,6.847222328,0,0,1,414,454,868,497,557,1054
13075,244755,0,0,20,21,1,0,1,7.002777576,0,0,1,407,449,856,469,479,948
13082,169280,0,1,22,16,0,1,0,5.927777767,0,0,2,402,434,836,421,474,895
13083,244708,0,0,22,22,1,0,1,7.002777576,0,0,1,411,439,850,459,502,961
13103,244774,0,0,26,23,1,0,1,7.061110973,0,0,1,428,506,934,465,484,949
13113,216536,1,0,17,28,1,1,0,6.769444466,0,0,3,425,520,945,571,567,1138
13114,189382,0,0,23,22,0,1,0,6.963889122,0,0,2,448,484,932,536,557,1093
13116,244745,0,0,28,24,1,1,1,6.969444275,0,0,2,461,602,1063,NA,NA,NA
13117,244774,1,1,16,17,1,0,1,6.941666603,0,0,1,427,494,921,492,526,1018
13118,169229,0,0,25,20,1,0,1,6.655555725,0,0,2,418,478,896,497,529,1026
13119,169229,1,1,16,17,0,0,0,7.027777672,0,0,2,461,484,945,524,490,1014
13120,231616,0,0,21,25,1,1,1,6.394444466,1,0,3,NA,NA,NA,414,451,865
13122,205488,0,0,23,19,1,1,0,6.847222328,0,0,2,NA,NA,NA,480,515,995
13125,205490,0,0,24,24,1,0,1,5.622222424,1,1,1,391,444,835,503,507,1010
13127,244801,1,1,16,17,0,0,0,7.058333397,0,0,2,430,494,924,478,493,971
13128,244801,1,0,15,25,1,1,0,6.944444656,0,0,2,428,473,901,442,470,912
13130,130085,1,0,17,21,0,1,1,6.236111164,1,0,2,400,500,900,NA,NA,NA
13133,244799,0,0,18,20,1,0,0,6.952777863,0,0,2,419,449,868,514,535,1049
13136,212522,1,1,13,17,0,1,1,5.105555534,0,0,4,465,528,993,629,627,1256
13137,244727,0,0,21,21,0,0,1,5.099999905,0,0,2,448,494,942,514,545,1059
13138,130085,1,1,17,17,0,1,1,5.097222328,0,0,2,442,484,926,540,557,1097
13139,128079,0,1,21,15,0,1,0,5.097222328,0,0,3,428,489,917,524,535,1059
13143,244806,0,0,25,22,0,0,1,5.086111069,0,0,1,456,513,969,475,479,954
13144,244780,1,1,17,17,0,0,0,5.086111069,0,0,1,480,536,1016,471,500,971
13146,244728,1,1,17,13,0,0,1,5.086111069,0,0,1,397,423,820,436,456,892
13148,123056,0,0,24,27,1,1,1,5.133333206,0,1,3,NA,NA,NA,451,497,948
13149,244755,0,0,22,21,1,0,1,5.086111069,0,0,1,437,506,943,499,518,1017
13151,205490,1,1,15,17,1,0,1,5.102777958,0,0,1,386,423,809,456,520,976
13153,130085,0,0,20,23,1,1,0,5.116666794,0,0,2,439,463,902,540,535,1075
13155,128079,1,1,16,15,0,1,0,5.116666794,0,0,3,456,473,929,558,497,1055
13157,169229,1,1,16,16,1,1,0,5.227777958,0,0,2,440,520,960,509,553,1062
13158,244774,1,1,17,17,1,0,1,5.094444275,0,0,1,400,444,844,466,488,954
13159,130085,0,0,20,24,1,1,0,5.147222042,0,0,2,442,520,962,629,612,1241
13160,128079,1,1,16,16,1,1,0,5.155555725,0,0,3,467,506,973,604,529,1133
13161,128079,0,1,21,15,1,1,0,5.158333302,0,0,3,419,506,925,494,529,1023
13162,244755,0,0,20,21,1,0,1,5.102777958,0,0,1,422,494,916,480,526,1006
13163,170295,1,0,15,23,1,1,1,5.163888931,0,0,3,428,463,891,533,567,1100
13164,205488,0,0,24,23,1,1,0,5.699999809,0,0,2,431,500,931,463,520,983
13166,244764,1,1,13,12,0,0,1,5.108333111,0,0,1,538,626,1164,651,592,1243
13168,244780,0,0,23,25,1,0,1,5.108333111,0,0,1,495,559,1054,465,495,960
13169,205492,0,0,23,24,0,0,1,5.13055563,0,0,2,442,547,989,499,562,1061
13171,164198,1,1,13,13,0,1,0,5.088889122,0,1,3,545,576,1121,629,592,1221
13173,161183,0,0,22,23,0,1,1,5.097222328,0,0,3,422,494,916,564,538,1102
13174,161176,0,0,24,26,0,1,0,5.111111164,0,0,3,461,473,934,629,553,1182
13175,161183,0,0,23,22,0,1,1,5.11944437,0,0,3,425,478,903,482,515,997
13176,161183,0,0,23,23,1,1,0,5.122222424,0,0,3,468,559,1027,571,601,1172
13177,161183,0,0,21,23,1,1,1,5.13055563,0,0,3,442,506,948,544,572,1116
13178,244799,1,1,14,16,0,0,1,5.136111259,0,0,2,428,520,948,553,601,1154
13179,161183,0,0,21,21,0,1,1,5.152777672,0,0,3,470,536,1006,629,612,1241
13180,244776,1,1,17,17,1,0,1,5.111111164,0,0,1,443,473,916,629,601,1230
13184,164198,0,0,21,24,0,1,0,5.955555439,0,0,3,467,484,951,604,567,1171
13185,164198,1,1,13,13,1,1,0,5.136111259,0,1,3,500,602,1102,629,627,1256
13186,244799,1,1,14,16,1,0,0,5.13055563,0,0,2,456,500,956,564,572,1136
13187,165199,0,0,19,22,0,1,0,5.102777958,0,0,4,451,506,957,571,562,1133
13188,164198,1,1,13,13,1,1,1,5.11944437,0,1,3,407,459,866,463,523,986
13189,164198,0,0,21,23,0,1,0,5.161110878,0,0,3,434,468,902,495,532,1027
13192,123056,1,1,17,19,1,1,1,5.088889122,0,0,3,414,459,873,NA,493,NA
13193,123056,0,0,24,27,1,1,0,5.094444275,0,0,3,442,536,978,530,584,1114
13194,168211,1,1,16,19,1,1,1,5.116666794,0,0,3,456,559,1015,NA,572,NA
13195,168211,0,0,24,30,0,1,1,5.122222424,0,0,3,421,459,880,NA,542,NA
13196,205490,0,0,24,24,1,0,1,5.163888931,0,0,1,418,423,841,516,507,1023
13197,244806,0,0,25,23,1,0,0,5.091666698,0,0,1,474,536,1010,521,592,1113
13198,244776,1,1,15,17,0,0,1,5.091666698,0,0,1,413,459,872,629,584,1213
13199,169231,1,1,15,14,1,1,1,5.086111069,0,0,1,445,463,908,492,557,1049
13204,244728,0,0,20,22,1,0,1,5.105555534,0,0,1,NA,444,NA,439,465,904
13205,205491,1,1,14,17,1,1,0,5.169444561,0,0,2,474,547,1021,553,592,1145
13206,169229,0,0,24,22,1,1,1,5.088889122,0,0,2,467,489,956,544,562,1106
13207,169229,0,0,25,21,0,1,1,5.502777576,0,0,2,431,449,880,501,553,1054
13211,244799,0,0,18,22,1,0,1,5.108333111,0,0,2,425,473,898,544,518,1062
13213,205490,0,0,24,24,1,0,1,5.175000191,0,0,1,380,439,819,524,542,1066
13215,165199,1,1,13,14,1,1,0,5.091666698,0,0,4,480,602,1082,564,612,1176
13218,244697,0,0,27,21,1,0,1,5.113888741,0,0,1,419,463,882,465,523,988
13221,244736,1,1,15,15,1,0,1,5.113888741,0,0,1,443,513,956,NA,NA,NA
13222,201449,1,1,15,17,0,0,0,5.094444275,0,0,3,456,528,984,604,557,1161
13224,244755,0,1,20,12,0,0,1,5.474999905,0,0,1,433,473,906,558,557,1115
13225,244708,1,1,16,15,1,0,1,5.116666794,0,0,1,440,468,908,438,477,915
13228,169231,0,0,22,21,1,1,0,5.097222328,0,0,1,425,484,909,629,526,1155
13229,244780,1,0,17,17,1,0,1,5.11944437,0,0,1,NA,NA,NA,480,454,934
13234,244799,1,1,14,16,1,0,0,5.094444275,0,0,2,445,500,945,571,578,1149
13235,169280,0,0,22,25,1,1,0,5.102777958,0,0,2,458,528,986,629,627,1256
13237,169280,0,0,22,25,1,1,0,5.105555534,0,0,2,440,459,899,482,572,1054
13238,165199,0,0,22,22,0,0,0,5.105555534,0,0,4,554,547,1101,629,592,1221
13240,244839,0,1,21,17,1,0,0,5.147222042,0,0,2,433,500,933,571,512,1083
13241,244727,0,0,21,23,1,0,0,5.502777576,0,0,2,398,439,837,490,502,992
13243,169219,0,0,20,22,0,1,0,5.105555534,0,0,2,461,576,1037,590,627,1217
13244,262937,0,0,22,23,0,1,0,5.108333111,0,0,2,465,626,1091,579,567,1146
13245,218562,1,1,14,14,1,1,0,5.358333111,0,0,4,485,559,1044,604,601,1205
13246,128076,0,0,24,21,1,1,0,5.208333492,0,0,2,416,459,875,487,474,961
13247,169219,1,1,13,17,1,1,0,5.111111164,0,0,2,NA,NA,NA,501,553,1054
13248,244806,0,0,26,23,1,0,1,5.127777576,0,0,1,440,434,874,521,532,1053
13249,169229,1,1,17,16,0,1,0,5.113888741,0,0,2,467,468,935,579,567,1146
13250,169231,1,1,15,15,0,0,1,5.947222233,0,0,1,411,429,840,482,NA,NA
13251,201449,0,0,22,25,0,1,0,5.116666794,0,0,3,472,513,985,629,557,1186
13253,244755,0,0,20,23,0,0,1,5.136111259,0,0,1,419,439,858,474,468,942
13261,244776,0,0,22,22,1,0,1,5.102777958,0,0,1,424,459,883,495,512,1007
13262,264945,0,0,24,27,1,1,0,5.11944437,0,0,2,439,478,917,579,553,1132
13263,259915,0,0,26,24,1,1,1,5.097222328,0,0,3,NA,NA,NA,434,500,934
13265,244776,0,0,23,22,1,0,1,5.144444466,0,0,1,439,506,945,453,486,939
13266,244764,0,1,21,17,0,0,1,5.144444466,0,0,1,427,473,900,499,520,1019
13267,244755,0,0,22,21,0,0,1,5.144444466,0,0,1,431,478,909,475,486,961
13268,264945,1,1,15,17,0,1,0,5.125,0,0,2,480,528,1008,590,562,1152
13269,193423,0,0,22,19,0,1,1,5.125,0,0,3,427,506,933,564,502,1066
13270,205490,1,1,15,17,1,0,1,5.605555534,0,1,1,397,412,809,439,477,916
13272,205490,1,1,15,17,0,0,1,5.233333111,0,0,1,395,405,800,495,512,1007
13273,244774,0,0,22,24,0,0,1,5.147222042,0,0,1,507,459,966,457,474,931
13275,244755,0,0,22,21,0,0,0,5.150000095,0,0,1,448,463,911,514,512,1026
13277,161176,1,1,17,17,1,1,0,5.24444437,0,0,3,424,494,918,519,512,1031
13280,112038,0,1,19,17,1,0,0,5.133333206,0,0,4,419,500,919,544,520,1064
13281,169231,0,0,22,19,1,0,0,5.133333206,0,0,1,467,506,973,571,545,1116
13282,244774,0,0,22,24,1,0,1,5.138888836,0,0,1,500,513,1013,465,505,970
13284,244727,0,0,21,23,0,0,0,5.150000095,0,0,2,430,439,869,548,523,1071
13285,189382,1,1,14,17,1,1,0,5.694444656,0,0,2,450,478,928,509,562,1071
13287,169219,0,1,20,17,1,1,0,5.138888836,0,0,2,474,484,958,564,592,1156
13288,159171,0,0,22,23,0,0,0,5.558333397,0,0,3,451,500,951,536,538,1074
13289,244708,1,1,16,15,1,0,1,5.161110878,0,0,1,456,468,924,590,553,1143
13291,169229,0,0,25,21,1,1,0,5.141666889,0,0,2,492,559,1051,579,567,1146
13294,244839,1,1,16,17,0,0,0,5.166666508,0,0,2,NA,NA,NA,651,627,1278
13295,244776,0,0,23,22,1,0,1,5.724999905,0,0,1,397,392,789,448,486,934
13296,244780,0,0,23,25,0,0,1,5.141666889,0,0,1,545,602,1147,519,523,1042
13297,244799,1,1,14,16,1,0,1,5.722222328,0,0,2,437,454,891,536,518,1054
13299,244831,0,0,27,24,0,0,1,5.105555534,0,0,2,NA,NA,NA,530,529,1059
13300,205492,1,1,16,18,0,0,1,5.275000095,0,0,2,510,520,1030,519,549,1068
13301,244736,1,1,15,15,1,0,1,5.133333206,0,0,1,NA,NA,NA,483,545,1028
13302,244746,0,0,19,23,1,0,1,5.141666889,0,1,1,425,473,898,475,542,1017
13304,205490,0,0,24,24,1,0,1,5.283333302,0,0,1,397,423,820,482,538,1020
13306,244745,1,0,15,18,0,1,0,5.163888931,0,0,2,460,489,949,471,486,957
13307,244728,0,0,20,22,1,0,0,5.105555534,0,0,1,419,473,892,472,515,987
13312,205490,1,1,15,17,0,0,1,5.291666508,0,0,1,407,444,851,459,512,971
13314,244839,0,0,23,24,0,0,0,5.175000191,0,0,2,NA,478,NA,468,515,983
13315,193423,1,1,17,14,1,1,0,5.488888741,0,0,3,437,494,931,548,518,1066
13317,201449,0,0,21,26,1,1,0,5.163888931,0,0,3,447,536,983,579,567,1146
13318,169229,0,0,22,21,1,0,0,5.166666508,0,0,2,453,478,931,590,526,1116
13319,244801,0,0,24,25,1,1,0,5.772222042,0,0,2,408,444,852,503,507,1010
13320,212522,0,0,23,27,1,1,0,5.305555344,0,0,4,450,602,1052,524,567,1091
13321,205491,0,0,23,18,0,1,0,5.305555344,0,0,2,451,513,964,590,578,1168
13323,264945,1,1,15,17,0,1,0,5.169444561,0,0,2,463,473,936,544,520,1064
13324,170295,0,0,22,22,0,1,0,5.163888931,0,0,3,474,473,947,571,538,1109
13325,201449,1,1,15,15,0,1,0,5.113888741,0,0,3,472,576,1048,571,592,1163
13326,244723,1,1,17,15,1,0,1,5.180555344,0,0,1,422,444,866,497,497,994
13329,244831,1,1,17,15,1,1,1,5.158333302,0,0,2,422,484,906,482,562,1044
13330,201449,1,1,15,15,0,1,0,5.163888931,0,0,3,447,473,920,507,538,1045
13333,161176,0,0,24,26,0,1,0,5.319444656,0,0,3,398,444,842,494,526,1020
13334,173312,0,0,22,22,0,1,0,5.111111164,0,0,3,580,626,1206,651,676,1327
13335,244755,1,1,15,12,0,0,1,5.161110878,0,0,1,527,626,1153,604,601,1205
13336,244728,0,0,20,22,1,0,1,5.163888931,0,0,1,403,449,852,490,493,983
13338,180344,0,0,25,21,1,1,0,5.086111069,0,0,4,433,478,911,558,549,1107
13339,244727,0,0,21,23,0,0,1,5.177777767,0,0,2,456,506,962,544,572,1116
13340,173312,1,1,14,16,1,1,0,5.161110878,0,0,3,492,520,1012,604,572,1176
13342,244774,0,0,26,26,0,0,1,5.824999809,0,0,1,NA,NA,NA,492,495,987
13343,244755,1,1,15,15,0,0,1,5.169444561,0,0,1,470,576,1046,454,458,912
13344,244727,0,0,21,21,1,0,0,5.197222233,0,0,2,451,559,1010,579,572,1151
13346,212522,1,1,13,16,1,1,1,5.336111069,0,0,4,430,459,889,460,500,960
13348,244806,0,0,25,24,0,0,0,5.166666508,0,0,1,487,602,1089,499,553,1052
13349,180344,0,0,27,22,0,1,0,5.138888836,0,0,4,460,559,1019,604,578,1182
13350,180344,1,1,16,16,0,1,0,5.11944437,0,0,4,453,513,966,590,584,1174
13352,203452,0,0,23,23,1,1,0,5.341666698,0,0,3,397,429,826,483,545,1028
13354,180344,1,1,16,16,1,0,1,5.158333302,0,0,4,422,434,856,536,515,1051
13356,205491,0,0,23,22,1,1,0,5.341666698,0,0,2,474,528,1002,579,601,1180
13357,244755,0,0,22,21,0,0,1,5.169444561,0,0,1,442,489,931,505,523,1028
13361,244774,0,0,22,24,0,0,1,5.172222137,0,0,1,411,459,870,451,486,937
13364,205488,1,0,17,23,1,1,1,5.347222328,0,0,2,456,473,929,492,500,992
13365,261927,0,0,23,21,0,1,0,5.333333492,0,0,3,433,513,946,533,553,1086
13366,191411,1,1,13,16,0,1,0,5.113888741,0,0,3,476,494,970,509,567,1076
13367,203452,0,0,19,23,0,1,0,5.113888741,0,0,3,NA,454,NA,492,523,1015
13368,203452,0,0,19,23,0,1,1,5.116666794,0,1,3,400,399,799,468,484,952
13369,244755,1,1,16,12,0,0,1,5.180555344,0,0,1,418,489,907,524,567,1091
13370,191411,0,0,17,22,0,1,1,5.133333206,0,0,3,416,449,865,450,465,915
13372,203457,0,0,16,24,1,1,0,5.169444561,0,0,3,468,559,1027,629,578,1207
13373,169229,0,0,22,21,0,1,0,5.355555534,0,0,2,428,434,862,475,477,952
13375,189382,0,0,24,22,1,1,0,5.097222328,0,0,2,451,489,940,530,549,1079
13378,244831,1,1,17,15,1,1,1,5.183333397,0,0,2,405,434,839,442,463,905
13380,244799,0,0,18,20,1,0,0,5.186110973,0,0,2,421,500,921,494,584,1078
13381,244799,0,0,21,20,0,0,1,5.777777672,0,0,2,434,473,907,548,520,1068
13382,244764,0,0,21,19,1,0,1,5.186110973,0,0,1,437,454,891,478,493,971
13383,218562,1,1,14,14,1,1,0,5.113888741,0,0,4,NA,NA,NA,548,557,1105
13384,189396,0,0,25,20,0,1,1,5.116666794,0,0,3,397,429,826,NA,NA,NA
13385,244746,0,0,19,24,0,0,1,5.191666603,0,0,1,433,494,927,492,562,1054
13386,189382,1,1,14,17,1,1,0,5.122222424,0,0,2,456,473,929,579,505,1084
13388,244755,0,0,22,21,0,0,1,5.191666603,0,0,1,419,429,848,433,481,914
13389,189378,0,0,19,23,1,1,0,5.13055563,0,0,3,434,468,902,521,497,1018
13391,212522,1,1,13,16,1,1,0,5.383333206,0,0,4,470,576,1046,533,538,1071
13392,189382,0,0,24,22,0,1,0,5.150000095,0,0,2,NA,NA,NA,651,562,1213
13394,264945,1,1,15,17,1,1,0,5.227777958,0,0,2,442,513,955,485,535,1020
13395,244745,0,0,28,24,1,0,0,5.197222233,0,0,2,422,506,928,NA,NA,NA
13396,218562,0,0,17,24,0,1,0,5.102777958,0,0,4,472,520,992,553,627,1180
13398,161183,0,0,23,21,0,1,0,5.411110878,0,0,3,485,602,1087,629,653,1282
13400,244806,0,0,25,22,1,0,0,5.208333492,0,0,1,434,494,928,442,465,907
13401,244839,1,0,15,24,0,0,1,5.208333492,0,0,2,437,463,900,514,567,1081
13402,244708,1,1,16,15,0,0,1,5.211111069,0,0,1,NA,399,NA,438,436,874
13405,244708,1,1,16,15,1,0,1,5.213889122,0,0,1,397,439,836,453,461,914
13406,244780,0,0,23,25,0,0,1,5.213889122,0,0,1,425,536,961,451,481,932
13408,244776,1,1,15,17,0,0,0,5.216666698,0,0,1,NA,NA,NA,463,470,933
13409,170295,1,0,15,22,1,1,0,5.133333206,0,0,3,414,484,898,501,578,1079
13410,205488,1,1,17,15,1,1,0,5.416666508,0,0,2,465,500,965,530,601,1131
13411,203452,1,1,17,17,1,1,1,5.191666603,0,0,3,442,444,886,604,592,1196
13412,244806,0,0,25,22,0,0,1,5.216666698,0,0,1,461,547,1008,480,553,1033
13414,201449,0,1,21,17,0,1,0,5.094444275,0,0,3,478,559,1037,604,572,1176
13415,201449,0,0,22,26,1,1,0,5.113888741,0,0,3,442,454,896,536,592,1128
13416,201449,0,1,21,15,1,1,0,5.11944437,0,0,3,440,500,940,553,584,1137
13417,201449,0,0,21,25,1,1,1,5.11944437,0,0,3,474,500,974,590,592,1182
13418,201449,0,0,22,24,0,0,1,5.169444561,0,0,3,447,536,983,468,477,945
13420,162184,0,0,19,21,0,1,1,5.102777958,0,0,3,439,494,933,604,572,1176
13421,244774,1,0,16,19,1,0,1,5.216666698,0,0,1,398,429,827,438,446,884
13424,203452,0,0,19,23,1,1,1,5.122222424,0,0,3,451,478,929,544,549,1093
13425,203452,1,1,16,17,1,1,0,5.144444466,0,0,3,NA,NA,NA,629,612,1241
13426,244723,1,1,17,15,0,0,1,5.222222328,0,0,1,439,494,933,536,549,1085
13427,212522,0,1,23,17,0,1,1,5.427777767,0,0,4,442,506,948,590,601,1191
13428,244780,0,0,23,25,1,0,1,5.224999905,0,0,1,391,602,993,474,538,1012
13429,161183,0,0,23,20,1,1,1,5.086111069,0,0,3,405,444,849,469,507,976
13430,161183,0,0,22,21,1,1,0,5.088889122,0,0,3,455,559,1014,604,612,1216
13434,244727,0,0,21,21,1,0,0,5.224999905,0,0,2,440,506,946,571,584,1155
13437,205491,1,1,14,17,1,1,0,5.113888741,0,0,2,474,559,1033,629,584,1213
